Gene,KKU156,KKU213,KKU214,HuCCA1,RBE,KKK138,HuCCT1,HuH28,KKK068,KKK131,KKU055,KKU100,SSP25,TFK1,YSCCC
GOLGA7,4.156965476,3.791543517,3.118873575,3.956397842,4.42937591,5.013929113,4.436882718,3.202264409,4.812147036,4.71739914,3.927458598,4.407737645,3.56921109,2.789193554,4.238388293
GOLGA8A,1.645669853,1.169360794,0.663655265,0.528388787,1.008311429,1.390729015,0.541161828,1.159938934,0.825579696,1.575133169,2.341427903,1.86362649,2.230736201,1.905631991,1.981103051
GOLGA8B,1.335754277,1.910865006,0.722110494,1.491471062,2.294987539,1.986203669,1.027198441,1.537375835,1.487379126,0.762290792,1.947076353,2.770748831,1.356609585,2.310223111,0.657767749
GOLGA8H,1.776300896,1.243465466,2.320245615,1.635313601,2.478421313,2.155589513,1.091927907,1.559354744,2.737856296,1.691401588,2.671154807,2.048564064,2.076402125,2.01625569,1.300868967
GOLGA8N,2.247585441,0.353724693,2.38270721,0.894179015,0.778813852,0.764604258,1.367707914,1.032567283,2.68203558,2.09554463,1.733576002,1.326816917,1.632682547,1.282582259,1.83204227
GOLGA8R,0.5908146,1.037520781,1.170503843,0.304611396,0.416172566,0.221810728,0.047964581,0.398349479,1.392285372,1.506584882,0.45254738,0.250281643,1.045896873,1.299018987,0.047964581
GOLGB1,4.402344721,4.414666088,4.044930636,4.392243241,3.698227967,4.336774376,4.191237852,4.230702668,4.09288226,3.984926207,4.32799843,4.603454397,4.372635895,4.405032225,4.677302178
GOLIM4,4.271268152,5.011129696,4.809649865,4.937316123,4.423837514,5.500471575,3.966690033,4.932899847,5.570541084,4.590008071,5.42759265,4.264222474,4.759223416,3.42440935,4.348456703
GOLM1,8.085521538,8.351221481,8.508682675,7.296118762,8.713854701,7.81890329,7.592877695,6.922884533,7.695590971,7.458095054,8.097148537,8.195238134,7.522059959,7.36772068,7.713079145
GOLPH3,6.268188078,5.825554526,6.05323068,7.190566592,5.598160576,5.626638938,5.531294197,5.962643088,5.481227375,7.091184926,5.195676089,6.307896809,5.575264859,7.303380011,6.21288649
GOLPH3L,3.055883926,1.67137733,2.868990195,2.485617323,2.553382411,2.235050503,2.637483598,2.799488161,4.14320353,1.502876335,2.938816626,2.989873729,2.354929043,3.684394242,5.50125885
GOLT1B,3.842841979,3.851158123,3.545734392,3.95530992,2.470697555,2.782243189,3.625246702,3.118963496,2.363367286,3.207301191,3.189712878,4.872355809,3.495082432,3.494030586,3.053839038
GON4L,4.116188926,4.268710748,3.869153759,4.926717658,4.84019074,4.050600426,4.115542191,5.236381533,4.587704821,3.900895246,4.793612157,4.71206832,4.574274397,4.38983123,4.480908532
GOPC,5.319605302,5.058263927,4.37920035,4.443232734,3.688641716,4.583521257,4.009997929,4.900372029,4.982809264,5.097129742,4.178450237,4.275477335,5.801659408,4.012696811,4.144706173
GORAB,2.267523141,2.758524186,1.620523032,3.369821325,3.126961352,2.601117999,2.027897132,3.201694965,2.461029052,0.612532075,1.939481384,3.035320692,2.658617965,1.284986257,3.239866004
GORASP1,4.415636029,5.026289535,4.617328546,4.447615145,4.118331745,4.310279727,4.747208173,4.305577374,4.975573597,3.42224567,4.34792408,4.007468055,3.810092141,3.732680313,5.012622326
GORASP2,3.803225033,4.241002717,3.326518047,4.157803118,3.849881438,4.549031314,3.708464097,4.03074138,3.906055809,3.878200274,3.757893877,4.437869546,3.706950555,4.184309936,3.670558601
GOSR1,4.329861007,4.340614671,4.040317975,4.367246377,3.483612992,3.626857358,3.928495474,3.081031313,4.411780523,4.19094168,3.969625328,4.84015971,4.098750272,3.470049376,3.563227196
GOSR2,2.112417448,2.448294821,1.890184346,2.689961645,2.563027504,1.602055231,3.196105071,3.13876387,2.325774006,3.377846035,2.751431979,3.524875164,2.641745421,1.218648442,2.152316001
GOT1,5.749945246,3.693820501,4.08945276,3.004214033,4.1118234,3.274735403,3.333741135,1.496488039,3.299672176,2.634232427,3.155615802,3.235188341,2.063867052,2.681709361,2.23116117
GOT2,5.645183748,5.72072318,4.675310818,5.2779473,5.010247407,5.143781456,4.900379918,2.849224262,4.560264177,4.863129449,5.529553819,5.164091818,4.166678166,4.358772229,4.686065297
GP1BA,5.011263714,4.401496219,4.974339955,6.268427504,5.676363881,5.893684895,4.00301598,4.006738471,4.912235583,4.80302864,6.21998997,4.825316831,5.951262527,5.860535314,4.471487842
GP6,0.774451745,0.843305451,0.047743639,0.9214939,2.207298653,1.418053212,0.047743639,2.321991452,2.029067708,1.621812499,0.047743639,3.063884541,0.047743639,2.910385249,2.115028766
GPAA1,2.356340302,3.043219689,2.128292645,2.702246723,4.560760952,3.334787738,2.927334292,3.579204044,2.426968883,2.915398899,3.793391557,3.132886473,2.882307158,1.818853367,2.931796172
GPALPP1,5.987727352,4.875986121,5.625517321,4.353970433,4.449264384,4.412283646,4.233937758,3.501675344,5.725352332,4.58511406,5.570552112,3.884204655,4.578472299,4.674797778,4.832745812
GPAM,2.216622058,1.862000706,1.383768993,1.994634288,1.033428242,1.513931341,1.12559246,2.388344893,1.58897773,2.524821045,2.652162486,1.203410072,3.175027722,1.257922421,1.575404432
GPAT2,5.86644372,4.244216815,4.256373742,4.091242785,4.722678797,5.766772594,4.12714742,2.617961017,3.546482891,4.806536232,4.231892204,4.94194904,4.479933095,4.768525372,5.115042068
GPATCH1,2.529566986,1.822385729,2.072443158,1.957922607,2.649801046,1.980982814,2.628003142,1.559418919,4.472005492,2.671538754,1.573407833,3.245535203,1.290408133,2.741888648,2.694434419
GPATCH11,4.194672994,4.54853411,4.414805121,2.692607701,3.222360611,3.456294414,4.643485828,3.668036776,3.98101757,3.963090217,3.716322677,4.873081682,4.398961281,3.286760214,3.222529161
GPATCH2,0.91255981,1.696697622,0.457535034,2.39657233,2.204161227,1.593686988,1.437574106,1.686521393,1.018443741,1.197543334,2.345829122,2.209748612,1.800806659,2.459888621,1.784665934
GPATCH2L,2.195951092,1.881245353,1.794988739,2.844250394,1.990719794,2.092619435,2.563313891,1.824543504,1.812805553,2.490798735,2.191573045,2.446627192,1.164628847,1.423197903,1.582243782
GPATCH3,2.420446163,4.529397197,3.511841385,3.867808322,1.58956351,3.369640479,3.874974153,2.880172317,2.397667447,4.108414177,3.320203234,3.329366153,3.500591742,2.58686537,4.368025833
GPATCH4,6.250311932,6.329968528,5.950174108,6.126967461,6.183051183,5.591207436,6.490954143,5.493401193,6.135670812,5.379979031,6.765028433,5.884710327,5.773688843,6.46435079,5.395723497
GPATCH8,2.862373751,3.038210652,3.038155182,2.970396648,3.473270234,2.868068909,3.67348335,2.822450799,2.913447935,3.470721327,3.788761797,3.357732005,2.800196811,2.573261777,2.78603052
GPBAR1,1.386214372,0.867318052,3.062878029,0.672748115,1.429940934,2.024728637,0.038511695,2.88676753,0.038511695,0.591097308,2.379117746,2.474206142,2.487355778,0.038511695,2.086825312
GPBP1,4.029287654,4.326655415,4.141481818,4.131333052,4.211270322,3.614341685,4.477408177,3.307820139,4.083670469,3.78724423,4.557142782,5.019000727,2.833552778,3.519632051,4.423932113
GPBP1L1,4.535580142,4.594603812,4.130560702,3.7082152,4.407022619,4.261555508,4.39341598,3.821220146,4.615345091,4.36639106,4.335199287,4.685298909,4.229513776,4.122923168,4.094134093
GPC1,1.869016978,3.562373452,3.804614014,3.945626756,4.01370631,6.776575066,2.936429324,5.395691694,4.327830543,3.701614899,3.255567803,2.767833731,4.073527137,4.161245454,2.551531775
GPC4,0.24778552,0.870693364,0.24778552,0.603195908,2.951074654,2.949096494,4.065862545,3.713714777,0.24778552,2.59685814,4.980720532,1.050915495,1.437398199,0.862212945,1.655680803
GPCPD1,4.131791393,2.116108884,2.098004301,4.544455783,1.311338918,2.457274208,2.734335693,3.365277776,2.469189834,3.48437157,3.13411686,5.449276867,2.766444315,2.558751685,4.233015257
GPD1,0.644008136,1.030785298,0.046752572,1.267748264,3.534518903,1.849542386,1.033943689,0.929895864,0.046752572,0.939458006,2.784493051,0.612813809,1.219311774,1.471592984,4.437986208
GPD1L,2.114211314,1.795522942,2.326268714,0.694308639,1.697369287,2.018201659,1.62904079,1.194310443,1.166348486,0.609324105,2.769216808,0.433793096,0.601064713,1.686571508,1.285818663
GPD2,3.665152344,3.403746359,3.487083686,3.608850382,2.821570292,3.98023771,3.57988379,2.544475037,2.828757686,3.04758928,2.990190754,4.15965408,3.577624112,2.343609973,1.681495372
GPER1,0.225869589,1.291349787,0.711533204,1.18567619,0.629968173,0.999394928,2.089863575,0.911740108,1.184197788,1.130843829,1.823255825,1.098033283,0.225869589,0.225869589,1.162627732
GPHN,4.656550315,4.072467743,4.95841232,3.330202468,2.799472225,3.990155395,3.88723497,2.422293824,2.334744393,2.548406616,3.360197417,4.06845241,2.34810725,2.998232425,2.262276585
GPI,4.815847485,5.06785544,4.334354754,4.325788196,4.407616412,5.580149315,5.320425555,3.548258891,5.899468052,4.758268723,5.065628186,6.356075496,4.101425278,5.011325299,3.781995438
GPKOW,4.064942793,3.474823045,3.363717771,1.223075781,2.888977591,2.184340703,3.80550929,2.547348561,2.235015999,2.461426278,3.673762554,3.516552199,2.503346937,2.656194306,4.240104441
GPLD1,1.597613799,2.062003712,3.014608942,1.572443568,3.012646137,2.613352385,2.428056362,2.365095128,2.141079905,1.902549511,2.520363584,2.863657772,1.933487295,1.89114344,2.769525097
GPM6B,4.156759836,4.020509399,4.372140655,3.338597507,4.06808429,4.300019859,3.080914951,5.557608637,5.121667883,4.15539762,6.259018166,5.356538814,4.003113389,3.466498466,4.722343632
GPN1,6.192714491,6.637610838,6.789478092,5.424583982,6.751055255,6.508340562,6.495487017,6.314245819,6.315637606,6.714061865,6.476692668,6.504764923,6.451597796,6.825261585,6.971870436
GPN2,2.467537098,1.808382986,1.053591179,1.014260637,1.140664487,1.199080868,3.44477223,2.086837537,0.25899439,1.304496841,1.588474813,2.438546265,0.903616994,0.25899439,1.742202242
GPN3,6.542311195,6.253417336,6.505860676,4.91282221,6.310342259,4.988685115,4.76880414,4.054180397,5.962382455,6.000969234,5.944624076,6.033170324,6.400940623,5.060630017,5.016901111
GPR107,4.508372287,4.981613923,4.525486539,4.930119425,4.905763429,4.458358188,4.44520224,4.518096894,5.131080907,4.761307432,4.483295698,5.212416592,5.45427037,4.374418679,4.975206199
GPR108,2.860740557,2.945935593,3.341951572,3.113997767,2.66026829,2.458433761,2.732561059,3.726028999,1.874926857,3.810003287,1.316915184,2.685053287,0.822919437,1.857796439,2.500264793
GPR110,3.784843122,1.687544668,3.368076853,3.506457562,0.445097412,0.490889974,4.840415347,0.445097412,3.00789133,3.741483462,0.445097412,0.445097412,1.500063756,2.326039839,5.522521658
GPR113,6.392604757,6.216091256,6.404064189,4.958701577,5.35587784,5.882144134,5.734458581,4.318026684,8.082005925,6.453532396,6.108884668,4.365842063,6.691437775,6.79933379,5.497092861
GPR115,2.80444178,2.476591434,1.868351499,1.383844671,0.321140513,0.971420458,0.915211253,1.427387254,0.982743296,3.195869934,0.321140513,0.716338368,0.566241035,1.981461891,2.20317169
GPR124,3.170470556,2.769876944,2.718236684,3.352484549,3.441555842,4.174347412,3.661662329,4.061171551,3.307107634,2.461452971,4.369471772,2.991207713,2.601395187,2.491551823,3.282616023
GPR125,4.022061109,2.947582669,2.126340864,3.345702662,4.373138516,3.436950257,3.850827475,3.111732924,2.878046527,2.800725347,3.671791515,4.38561341,3.577184479,2.607280606,3.503754185
GPR126,3.314041787,2.721156545,2.150424197,4.531938996,5.393634249,1.780246016,4.197120472,0.70013204,2.854882321,3.734079444,0.983142097,4.43994817,1.944454625,3.942805893,3.320317586
GPR132,0.544912644,1.79092852,1.057836802,0.948791184,0.799610814,1.025840619,4.746974082,4.256558641,0.837641289,2.053827325,0.054034258,0.054034258,2.020530582,0.054034258,1.441351712
GPR137,8.377332413,8.130972986,8.497628041,8.036866401,7.751773098,7.622590347,7.964347108,7.983720905,7.985452371,7.534479485,7.533714091,8.110726049,7.8470312,6.584904307,7.644002856
GPR137B,1.773531357,1.818254431,2.724179469,2.733808594,3.624424945,2.811216085,1.662938137,0.365702725,1.488001638,1.836128595,3.862745451,1.503037888,1.22865248,1.014381182,1.429969864
GPR146,2.401920299,0.056413499,0.954044841,3.108766725,2.494994217,2.411097428,2.230419394,1.352217082,3.628383577,2.896735507,3.537006841,1.737232288,2.227366957,2.364733288,3.704618952
GPR152,5.802971867,6.452711706,5.449562304,0.081564884,0.081564884,5.084274311,3.757641748,2.252014776,2.405301998,0.081564884,0.081564884,1.010121504,4.387768311,4.282059065,1.008732917
GPR153,2.604148449,2.443708891,1.454576966,2.746795678,0.105030788,0.267212903,1.689343864,0.446297472,1.416817765,2.534641865,1.116661729,0.784028832,0.301336678,0.332298269,0.961354785
GPR155,1.684054321,1.710055031,1.702976556,2.908027443,3.230574704,2.972744674,2.242293186,2.307622216,3.391967459,1.788723334,2.008957677,2.609806299,0.96554799,1.93934293,1.424659008
GPR156,1.767072003,0.060843617,0.886722733,1.840793981,0.060843617,1.2747772,0.712522697,0.060843617,0.626179322,1.315574802,0.533034492,0.296709342,0.697780142,0.060843617,1.760737437
GPR160,2.908006874,2.929881353,3.188571031,3.957865451,2.47823805,1.577250076,2.375057482,2.218899222,2.388221762,2.682494428,1.45433463,2.870763945,2.678881927,2.649247325,1.816240519
GPR161,0.359481254,1.302640587,0.644465423,1.267710718,1.609653104,1.491858836,2.036826248,2.588369635,0.440840632,1.497465937,2.90897766,1.965941315,1.697909325,0.553805074,0.573952656
GPR176,1.893294966,1.210614417,1.152646098,2.898561492,2.009101226,2.805301119,1.427260561,3.219333996,1.940176989,1.935963288,0.778499921,2.210706245,3.496419899,0.325005355,0.776002436
GPR18,1.720646985,2.488103716,1.24643771,1.662891301,1.640155822,1.375264971,2.149135257,2.513318644,0.937409947,2.793056984,0.915052123,0.104064049,0.104064049,2.471871905,1.946611814
GPR180,2.790037125,2.729131489,2.739369926,1.949320505,0.373940217,1.546134816,2.025901779,2.431826207,1.780919483,2.991623149,2.092258228,2.285923655,1.97405529,1.512839377,1.214797929
GPR3,0.838827465,0.911457449,2.590834069,3.19194467,1.360098218,2.736967763,1.072203015,1.080867687,1.729669422,1.179059782,3.086941332,2.029721965,2.02242166,2.298605925,2.920569844
GPR39,2.067584737,3.864474224,2.686091344,2.639050353,9.755769707,6.324103202,6.293381621,9.980310824,6.919383017,6.674840425,5.65468829,1.510015419,7.738836883,8.899322182,2.421065615
GPR55,0.567217129,0.885428122,1.090186593,0.063013004,2.924757725,1.503241963,2.3627135,1.219702519,1.196796223,0.339590092,0.063013004,0.562543005,1.7564618,0.626504181,0.063013004
GPR56,2.593752376,3.589034103,2.476715421,2.181621998,3.027995275,2.411866476,1.541256948,0.394309505,0.752643587,2.262856272,0.31589774,1.282409049,2.735100547,2.380034964,2.83250767
GPR62,1.809471953,2.736887285,3.175724771,2.291172643,3.14646699,1.771935176,2.838119039,4.505123711,3.571816888,2.152978554,3.983118812,2.377527519,1.998134851,2.142623815,2.909970143
GPR64,2.827719401,3.813103656,3.996507163,3.164789874,1.867526931,2.764206304,2.077824546,2.619162898,2.547496264,2.174611428,2.672256267,2.981143461,2.533130153,2.089735957,2.834523796
GPR68,4.717697731,3.361382764,2.702581071,2.464291412,2.245012021,4.589894592,5.869388864,0.657764661,5.172640542,3.965978503,2.840108786,1.931447159,2.742163354,1.13020135,2.394276402
GPR75,0.609835743,0.171756579,0.171756579,0.540944129,0.593546026,1.845940137,1.425921387,1.409999556,1.326462102,0.778903868,0.541691942,1.68104866,1.896072773,1.07033112,1.548751477
GPR75-ASB3,3.021765069,2.791740757,3.693310277,1.603369219,2.778221535,4.208258057,2.999362146,2.604970022,2.594821035,3.206312434,3.964315479,3.237027797,2.66869795,2.915343629,2.016502422
GPR87,5.323961746,4.918834227,5.216153459,3.708418538,0.761949991,2.770748186,4.749080128,0.414556118,3.104222817,5.188011108,1.806309604,0.414556118,1.410860882,1.199178846,4.423408987
GPR89A,0.846784807,2.327964466,1.728042458,0.755009652,2.298450854,0.950088368,1.779497486,1.21403015,1.98886489,1.77102817,1.46878998,2.135140699,2.000403839,1.618691441,2.774898838
GPRASP1,0.857630282,1.124175244,0.858347152,0.821058326,0.711220282,0.312471602,0.092296223,0.092296223,1.530797344,0.207588882,1.987143693,0.092296223,0.204394553,0.227101765,0.847070848
GPRASP2,1.443921964,2.83744645,1.064798183,0.370955128,1.81225958,1.153108667,0.633084321,0.370955128,1.048255122,0.370955128,2.457173894,0.470480417,1.801374377,0.672986157,1.842689572
GPRC5A,5.763317038,4.786373869,4.515069073,6.427573371,1.843779866,2.763026842,5.980920838,0.94251479,4.892325664,2.798478378,0.679797491,5.866128299,3.02816717,3.1052156,4.356709026
GPRC5B,1.473766753,0.343644079,0.343644079,4.826786841,2.508238534,3.300688232,3.961143117,1.689270844,1.162036718,4.08323614,0.343644079,0.916361623,2.850156873,0.681449631,3.40595294
GPRC5C,2.57713718,1.31452294,1.948002713,0.157221163,3.77441161,3.133688947,1.661899351,2.108189038,1.769236774,2.238387666,0.809496681,0.157221163,0.157221163,2.626498511,1.278170247
GPRC5D,6.563074312,7.089872642,6.429042873,7.361418828,6.047697916,4.947759396,5.306213591,4.194884931,6.71868884,5.872051676,5.404824661,6.236823427,5.661316378,5.654129954,6.9459292
GPRIN1,1.063133883,1.399895045,1.814766969,1.614046143,3.350446968,1.785142271,1.261100646,2.457763244,3.48377611,0.60177413,2.061373536,2.114811016,1.201411454,2.369360099,0.937910528
GPS1,3.063464963,4.095940673,4.654128284,3.716237591,4.332178736,3.892543258,4.357296118,2.759167795,2.451681283,3.083102696,5.50616949,4.064760795,4.587189425,3.371112154,3.719296572
GPS2,4.715286519,5.497138023,5.059784692,3.955611976,4.78222638,5.251442849,5.619623165,5.597187407,4.41888727,4.829732045,4.053164192,4.932936146,5.621101766,4.42107389,3.476657111
GPSM1,1.044776704,0.805393069,1.680505268,0.991796961,2.150598525,0.846747274,0.842112481,1.644713912,1.007120317,0.781876553,1.574350871,1.292128204,0.634689576,0.085066025,0.705979409
GPSM2,6.128716201,7.455851861,7.995340236,6.317321377,6.705576358,6.624292491,5.950264542,6.438067963,7.128346514,6.652831103,6.754543175,6.723645311,6.614113581,6.789082094,6.20267526
GPT,3.986050965,4.008398426,4.125718218,4.652885764,5.959165143,5.86369926,4.169558967,4.657360877,4.110576527,4.214880233,4.034370786,3.839997131,3.309005983,4.281165162,4.99066985
GPT2,2.436913076,3.252870935,2.969606532,1.58563872,3.279980436,1.695790731,2.912278455,2.031817545,1.946875474,1.5806372,2.93190565,3.217217862,1.683564457,1.714321623,1.981857631
GPX1,4.992920598,6.389127021,5.489828695,6.290942597,5.485447426,4.679817171,6.127942944,5.495051777,5.590714217,4.686997091,4.007647082,6.304617693,4.127113951,3.439004304,4.311135217
GPX2,4.879630149,4.466388089,4.454480956,3.144114476,3.779150905,5.031273519,3.167979067,3.153439466,4.387312231,3.892874064,3.472712746,3.818546922,3.672219934,6.435688097,3.917422948
GPX3,5.935328399,5.670547441,5.97690851,6.804020166,4.883578516,5.396843572,6.386262487,4.534183785,6.363988101,4.837335478,2.816321373,2.199262971,4.61955348,5.908657474,3.665401536
GPX4,6.185231711,6.394444141,6.195214038,6.703442507,6.70394705,5.696472356,6.153595321,6.684154522,5.784659516,6.411181498,6.09327553,7.340905975,5.59728793,5.542059607,5.592335329
GPX8,2.283700693,2.107550495,2.816576532,3.060362107,2.376575773,2.991170476,3.089657928,4.762972463,3.421502241,2.696040728,2.516958844,4.91482895,3.272697725,2.113454286,2.746582858
GRAMD1A,0.141153618,1.225158628,0.530057465,2.041336798,2.813497588,3.205644838,2.320051619,3.268334488,4.084311236,2.169260422,2.736722983,3.915696049,1.04370495,0.958488347,1.404338497
GRAMD1C,3.094048241,2.977473836,2.836126037,2.763129732,0.77104983,1.934291688,0.908713787,1.896912664,1.778474352,1.860712166,0.308905662,0.614321971,1.597353897,1.61290078,3.829848201
GRAMD2,4.067164154,1.789987095,3.593043087,0.442083537,2.270320225,1.846483397,0.633168465,0.868351966,1.836346955,0.384524315,0.442653284,1.14893964,0.379057692,4.090509057,4.281897768
GRAMD3,3.256172848,3.069210038,2.960096646,3.98958892,1.358707669,3.255355883,4.403222971,2.47065936,1.695772411,0.859040784,1.85175698,2.43584972,1.138850457,1.788465386,3.15019039
GRAMD4,1.502954114,1.76277284,1.64738965,0.493802572,0.72561087,1.6786378,0.72280913,0.737488945,1.052182801,1.947090088,1.272792603,1.721570758,1.429433919,1.404036443,3.095932291
GRB10,1.510639854,3.225887156,1.991568815,0.342271971,3.912861728,3.544550327,3.212303421,4.184807073,3.88177271,2.781871383,1.74166876,2.636580593,2.362823373,1.519332204,0.428401497
GRB2,4.885141484,4.683196939,5.154770463,4.7702128,5.536859658,5.204302995,5.663003696,4.592915107,4.911933068,4.774843247,6.057663386,5.36642952,4.955065973,4.469550577,4.313868046
GRB7,2.554906406,3.31248898,3.292721564,0.956156042,2.044198267,1.158002083,1.433650674,0.182335181,0.76936964,2.335648711,0.182335181,0.64647487,0.396110882,0.782432712,2.994578367
GREB1L,1.405957348,0.525488907,1.30041291,2.565534286,1.355106421,0.737107503,1.290486109,2.210941771,2.115705436,1.151413454,1.75474496,0.37368797,1.726773909,1.624046052,0.777171858
GRHL2,4.070074508,4.477410068,4.490992754,3.778161008,0.879654661,0.250673767,4.483353071,0.246211859,6.900209107,4.037933932,0.323561243,0.275592751,2.472041115,4.376861461,5.272847924
GRHL3,2.157821018,1.634983071,3.068258998,2.186552554,1.248877602,1.088365865,2.257167896,0.131219997,0.131219997,1.877136133,0.131219997,0.131219997,1.893439735,0.607921411,1.685722835
GRHPR,4.236864846,3.238870289,3.943482899,1.989973339,2.357929662,3.771136499,3.704815561,4.157577348,1.802099669,3.212154544,4.152440744,3.417615473,2.955510423,2.595829542,4.019011999
GRIA3,1.497902383,1.368242635,1.814378156,0.937347408,0.023671284,1.049317345,0.260408205,1.075891574,0.023671284,0.633297539,0.023671284,0.023671284,0.66493762,0.814097832,1.181781153
GRID2IP,0.734478293,0.025630907,0.617224584,2.410319481,0.39003659,1.516792395,1.448904062,0.604226351,0.483434567,1.709574502,0.918171562,1.329056786,1.423771544,0.849215851,2.000978519
GRIK1,2.607771654,1.57433838,2.230305327,2.308796249,0.466678332,2.054274844,2.549603654,3.243976826,1.772371402,2.358565744,2.021887249,2.313953429,2.467021083,2.429451103,2.206179392
GRIN1,0.058751927,2.830144935,1.186756834,2.803729187,5.355751757,1.124450688,2.76870817,0.058751927,0.878073676,0.341523897,2.406933975,0.497678971,0.058751927,3.965892723,2.021617173
GRIN2C,2.026239106,1.418810748,3.527249757,3.701853183,3.160058122,4.145942618,2.437741984,1.689686171,2.515243345,1.592485347,2.843569527,2.128013064,2.405519558,2.813828009,2.559774965
GRIN2D,1.027622401,1.112776923,0.794588084,2.758846072,1.187898277,1.872854133,0.842530508,1.305967109,1.616872197,2.330035217,1.594516566,0.057796624,2.13948583,2.137145838,4.105763252
GRIN3A,3.169997118,3.222566289,3.568743852,3.319820328,3.08790826,3.270124909,1.691774674,3.418030103,1.725376646,2.718127422,2.373118831,1.461833759,1.257881677,1.846512962,2.512516688
GRIN3B,5.871967865,5.861185509,6.229520191,6.337704814,6.220262576,6.394295499,6.588098561,6.248615073,5.468592656,6.330102489,6.414213794,6.523889326,5.264555409,5.345280003,5.275000311
GRINA,4.45664454,3.153826251,4.047124895,3.721773693,4.909842542,4.497407864,4.732805536,4.962325944,4.70888198,2.681252523,4.290376239,4.467033358,3.45266574,1.804653311,4.521023684
GRIP1,1.567153701,1.235636846,0.326852644,1.018855792,2.036164555,2.35344478,1.340221869,0.391684788,0.975830957,0.271278045,2.43386176,2.803408764,1.546752686,1.65496769,2.046094666
GRIP2,5.183502232,5.238888691,5.077770043,4.025376487,4.808734678,6.176868744,4.759533066,5.962914367,5.79986631,3.594694477,5.140040481,5.89384714,5.446205817,7.689588653,5.393356266
GRIPAP1,2.635567284,3.445317977,3.08494054,3.412626523,2.35248692,3.516396052,3.020543192,3.465499132,3.663599107,3.216358193,2.865248013,3.133878936,2.717657674,1.76222721,3.064539625
GRK5,3.395906469,1.399141216,1.628360177,0.721137961,1.6587279,1.163892694,1.807126866,2.543770951,1.608736274,3.380498003,0.45556238,0.800900466,1.720140655,0.873074923,0.451489698
GRK6,4.298727097,3.78749835,4.230842755,3.553512201,5.066458013,4.765474986,5.10352166,3.870844155,4.889719736,3.414196221,2.907399618,5.234996306,4.566337741,3.202077958,2.971365348
GRN,5.191355587,4.579047285,4.345045766,4.063044305,4.520710305,5.428384918,4.104154473,5.659774072,4.047431471,4.58929907,1.710306672,4.353694821,2.090035849,2.949064539,3.455128709
GRPEL1,5.172022232,4.821761545,3.828911399,4.251149427,4.216697045,4.415576171,5.284203593,3.683390376,3.926973156,4.247656713,5.510235793,5.242925236,3.875280336,3.592482954,4.430858104
GRPEL2,4.659697138,3.587515295,3.161015413,3.659669554,3.019211338,2.488534763,2.849358789,2.283655805,3.775282411,3.111387772,3.491848477,4.092043906,1.644335954,2.669187363,2.517272273
GRSF1,4.019905028,3.472469482,3.70077311,3.216154066,3.12031168,3.208723569,3.632919733,2.677656674,2.577403016,3.191216762,4.469454751,3.658270346,3.383584338,3.23653349,2.421321034
GRTP1,3.812178727,3.54688654,5.074818752,4.776796343,5.465856005,3.84655985,2.865755164,4.493992909,2.754100288,3.957241007,4.663451817,2.301535518,3.55145707,3.799539535,3.290478558
GRTP1-AS1,6.838523139,6.135438894,6.740592506,6.177426645,3.397298387,5.532362825,0.156217776,1.015872088,4.00177007,6.763221112,4.032054284,2.960408461,3.114586396,6.501340283,4.989988128
GRWD1,3.416087292,3.194765912,3.617170982,3.263311539,3.18082105,3.682817712,2.368532178,3.384358266,2.971496963,3.863904766,4.05075036,4.492798706,2.815131717,2.045667422,3.132190951
GSAP,1.679999421,1.335688506,2.194676997,3.71284488,2.115255584,2.199268355,2.244293693,1.702954441,3.226777954,1.412939572,1.208352112,3.562747339,2.405844311,2.281697822,1.431518106
GSDMB,2.440070028,2.070767276,2.417010039,2.446359045,3.211450752,2.308075265,2.656300006,1.879229503,1.191511299,1.617623509,1.3556172,0.460705516,1.902213218,1.452962539,2.743550033
GSDMD,3.150334845,3.844037851,3.005034494,0.847386922,4.329801457,5.247965012,4.027733259,2.596403759,3.259020686,3.689346833,2.68807248,2.79818066,4.143381525,2.850278795,4.317594904
GSE1,4.595715143,4.897244368,4.839958147,5.264769299,6.195962266,4.520002431,4.75008384,4.758317996,4.627058751,4.584824403,5.70461044,3.843779578,3.792311402,5.143894045,4.755725619
GSG1,1.72559139,2.028850257,1.078081054,0.022225451,0.567676747,0.389322664,1.012724765,0.389611566,0.94260455,0.606746645,1.9198772,0.996916851,0.022225451,0.482857078,0.022225451
GSG2,2.80653735,2.33829932,3.464796069,2.941528214,1.57551939,1.003528797,3.246003989,2.102410046,2.423024948,4.082596539,3.316783515,1.264634058,2.825663037,1.47352902,1.49769902
GSK3A,6.022115151,5.927917547,6.500346212,6.587177823,5.986457438,5.785506201,6.162784716,6.228552647,5.675268983,6.309340415,5.568893244,7.023957881,5.829789259,6.289473962,5.932811052
GSK3B,3.553877634,3.788428249,3.762895093,3.717457333,3.381303874,3.316240499,3.829360472,3.671855642,3.354268045,3.500018973,3.721516128,3.33462499,3.781952069,3.507973404,4.075960587
GSKIP,3.09316697,1.995919357,2.75199339,3.52353483,2.759229965,1.575528721,3.109741866,1.11947803,2.353694729,2.925894688,1.685759464,2.771780094,1.695954777,2.059692466,3.070135561
GSN,3.08518633,4.781962448,3.694223148,4.259187931,3.910470821,4.408883506,3.949046698,1.657717237,4.947356293,4.812861108,4.423481825,3.057416554,2.819127203,1.175516317,3.944072905
