Gene,KKU156,KKU213,KKU214,HuCCA1,RBE,KKK138,HuCCT1,HuH28,KKK068,KKK131,KKU055,KKU100,SSP25,TFK1,YSCCC
WBSCR22,4.419239613,4.555524606,4.918046321,5.054661704,5.4208579,4.568910645,5.210450652,4.005334385,5.537693987,5.280106771,5.738473604,4.102251647,3.98323967,3.89626526,3.712141718
WBSCR27,3.622186984,3.425915858,4.363498023,4.098047184,3.408119818,0.817156853,1.807820801,0.073940153,4.05045701,2.092796883,0.073940153,0.073940153,2.530542407,3.374216351,4.94738827
WDFY1,4.953257306,4.391789815,4.181670802,4.153228822,4.113188732,4.038897641,4.612328879,4.176009366,4.223560671,4.445808573,4.287595397,4.288836014,4.790642511,3.182374464,3.730169755
WDFY2,4.1481541,3.269671406,2.914316151,3.899036056,1.951595578,1.241524922,1.98150387,1.519948346,2.710357328,3.120686604,2.225928565,2.367635987,2.07105092,2.366455322,1.803995878
WDFY3,1.746095962,2.113997808,2.083206747,1.113214569,1.451627915,1.498147272,2.019316073,1.439773625,1.297010143,1.773184755,2.092202232,2.197007768,1.763081662,1.477042789,1.887750512
WDHD1,4.267054878,4.00146057,4.09540763,3.46157008,2.669175043,3.660899562,4.341034037,2.618425163,3.756095484,3.270971652,2.478436023,3.12943389,3.545161194,3.210005848,3.165075665
WDPCP,1.523660556,2.621444751,2.107444982,2.359677756,1.343948034,2.092301295,1.524863974,2.295866719,2.793782438,2.677223286,1.510166696,1.598307614,2.522183799,1.721930389,1.495382353
WDR1,5.372304488,5.774608603,4.969265332,5.237724133,6.36096676,4.898256361,5.611162462,6.323438472,5.87371902,5.686503937,6.851037899,5.530910857,5.819589346,4.35727931,5.398116512
WDR11,3.807529506,3.056246161,3.092092974,3.123357942,3.574374956,2.836471177,3.744213677,3.115608049,3.278725445,4.51319486,3.838109973,3.369840624,3.680657129,2.902259765,2.693967844
WDR12,5.878570083,4.933985458,4.530197635,4.41584058,5.021001926,4.974074894,4.91108333,4.33320729,4.593427269,5.045739948,5.59863763,4.73839996,4.837377762,4.734770088,4.320274188
WDR13,2.741795855,3.32277756,2.401846785,2.015451606,1.557728491,2.84444798,3.102239272,2.086787802,2.988346439,2.247329482,3.095149106,3.459523041,2.152459233,1.206331026,1.799821752
WDR16,2.678343316,2.913280228,2.899570802,2.991679372,4.26131597,2.01504086,3.487160945,1.155352115,2.276985642,2.123063126,2.79193062,1.73964647,2.8191547,3.700723085,4.010903765
WDR18,3.33338405,3.022107378,3.154761235,3.247193112,3.728155978,3.227277611,1.009602339,3.00857409,2.251087694,3.228580516,4.165933836,3.575905843,1.92491394,1.50495891,2.536863548
WDR19,1.068181342,1.675401464,1.449558306,1.823433192,2.106632113,2.326896422,1.556857534,2.314568858,1.334628834,1.584162658,2.909383257,2.304772614,1.476451927,0.837223094,1.49743138
WDR20,3.40688981,3.064330729,2.112592425,5.171452622,4.688082827,2.436173646,3.523137087,2.638783854,4.256043104,3.678119807,4.947806169,3.825098524,3.942228292,3.082537589,2.918389948
WDR24,3.730520677,4.031967411,3.360493682,3.303611161,4.915665892,4.318102243,5.301258641,4.651611192,4.016796611,4.095550977,4.39490251,3.447852981,3.539700914,3.325190803,4.484465671
WDR25,1.336571955,0.548101861,1.901483049,2.585138704,0.176068104,0.81864125,1.105476684,0.396058248,1.099605776,0.754827801,1.589988086,1.817270569,0.957666604,0.498999497,1.356679478
WDR26,4.051944896,3.946956634,3.423958884,4.801321282,4.035266718,3.423317051,4.019361114,3.804936902,3.415717805,4.173450379,4.429325797,3.572938427,4.1211892,3.571962174,4.22532574
WDR27,0.351365665,1.177624969,0.980401191,1.616321588,1.323078988,1.302008238,1.526181809,0.961555278,1.932174885,0.829425403,0.776118184,2.169153059,1.231337896,1.713882544,1.841994166
WDR3,5.421562094,5.459863297,5.521870257,4.501306179,4.844183384,4.877651364,4.54307673,4.214589934,4.355520156,6.026875772,5.402407564,4.654788707,4.708680197,4.06320741,4.776382896
WDR31,0.516026162,0.476218959,0.770511481,0.217293692,1.486245948,1.729188961,1.02314008,1.420464259,0.955314684,0.922497349,1.452934143,1.085105204,0.830637171,0.217293692,0.441988199
WDR33,2.533571777,4.207176686,3.54491584,3.867713745,4.249461323,3.227177672,3.352063916,3.117527432,3.618899828,3.354673364,3.91517678,3.755698038,3.452507039,4.461804808,3.98492102
WDR34,4.310260046,4.421145912,4.051498595,4.412085256,4.664952094,3.306486685,3.949476741,4.325062323,3.277584541,3.77362476,3.446289171,3.662370458,4.612431936,2.678685586,3.065813521
WDR35,2.873436511,2.517573259,2.959487031,2.286391538,2.639021111,1.934882202,1.758775247,1.111671031,3.137429195,1.217737913,2.634367915,1.922614529,2.032103856,0.360176363,1.260602391
WDR36,3.149702398,2.976554257,3.12519701,2.727905859,2.725880439,3.139408441,3.552845445,2.550943522,3.083596601,3.602750302,2.467330067,3.661753419,2.353819107,2.976326051,2.429713777
WDR37,0.964711081,2.141763808,1.49085186,1.195175022,2.647672916,0.963109224,1.747298344,1.041700796,1.398099949,1.145037298,1.374293083,1.878548055,1.68519409,1.079135217,1.338782755
WDR38,9.522773847,10.00780827,10.09670474,8.933124895,9.999258426,8.058390486,9.451567026,8.259302523,9.117585198,9.010049657,9.080188137,8.797528312,9.522319607,8.963693129,8.307008098
WDR4,2.437889159,2.516259129,2.919574748,3.150341608,3.385535549,3.166366618,3.156277943,2.720042915,3.672316224,3.408948178,4.531114005,3.79835274,3.067335662,3.474784771,2.962124352
WDR41,4.947649259,3.668117451,4.060350894,3.416889873,3.900421483,3.544809283,4.246778403,4.239212006,3.163945567,2.937079005,2.409415911,5.06113647,3.671560214,3.066522168,3.004040359
WDR43,6.024063695,5.544471526,5.777659021,4.716511921,5.305139753,5.125691294,5.523674422,3.952770503,4.89201358,5.62764874,5.106035654,4.377535731,5.686531693,4.722170657,4.83581608
WDR44,2.776333702,3.394838589,1.724887981,2.554281091,2.006085509,1.941765075,2.283643971,2.234753638,2.554245124,1.923882962,2.370797515,1.541702991,2.684038166,1.961161672,1.996182371
WDR45,2.998357596,3.605704181,3.042315774,2.415467135,2.617805405,4.009234079,2.096760507,3.454088298,2.815810816,2.851580668,2.507965976,2.706076953,2.567206729,1.933706019,3.430472387
WDR45B,4.5950275,5.049270905,4.683082539,5.219154483,5.108287802,3.591149024,5.609052411,5.047548559,5.960129403,4.777396067,5.971088735,5.867508804,5.199672652,5.20909099,5.167445724
WDR47,2.325198436,3.308725094,4.044784488,2.810776859,2.300681058,2.36981978,1.57747188,2.916555557,2.597801287,2.814062746,2.780321971,1.977150579,2.715943464,0.779472914,2.359747548
WDR48,4.300106479,4.306090569,4.940939965,3.549881598,4.477250857,3.85705583,3.783424812,3.043044742,3.760724144,3.40396607,4.353870472,3.697142103,3.733474205,3.887682353,2.94316664
WDR5,4.141088826,4.738791552,3.897979296,3.382799241,4.691674519,3.020923116,4.17726259,3.243824228,3.906231385,3.680034719,4.883961165,4.432727612,3.611211642,3.177337319,3.100415708
WDR53,3.556176503,4.855676558,4.327522687,4.278415438,2.757434698,3.986084258,3.533440322,2.782259738,3.499986331,3.073867201,4.158221437,3.593328227,3.378875742,3.910434229,2.729167259
WDR54,6.609179984,7.013863969,7.249975596,5.839822607,7.390644145,4.825123782,6.217651131,3.707356697,5.641889027,7.097517169,6.77949424,5.479606453,5.240574674,6.344778153,6.030269018
WDR55,3.243183459,2.707321046,3.949334495,4.008268031,3.246979469,3.088019865,3.966246581,2.392024509,2.750263317,3.211976064,4.564021148,3.634785191,2.836697013,3.341859799,3.920608714
WDR59,2.388863493,1.707155948,2.799503421,2.696419589,2.817337787,3.470037541,1.543511661,1.735787238,3.135041662,2.037986761,2.376617869,2.574279922,1.561239999,2.388973285,1.827764659
WDR5B,3.403711388,2.996045081,2.715667305,3.049763784,2.902568483,2.711882703,4.05374361,2.901546259,3.653806852,2.568026712,2.987877506,2.953527475,2.085350025,3.194458494,2.640839487
WDR6,6.761923789,6.129970534,6.525083481,5.898960797,6.370016229,6.180304782,6.870936484,6.502641306,6.707285747,6.013108229,6.159575217,6.699156174,5.457161329,5.943160231,5.973147811
WDR60,3.731356301,2.679563632,3.407658832,2.32480883,3.622080851,3.553264488,3.554379787,3.091912982,4.791638393,3.50007194,4.503482067,5.002726663,3.19485807,2.959913017,3.638946751
WDR61,4.040864581,2.266518003,3.142724989,4.943054062,4.724364428,4.991628642,4.53784755,4.701984629,4.239355948,5.539435608,4.117852923,5.774233207,3.55376262,5.1916883,4.76411718
WDR62,1.695107377,2.164000124,1.516568783,0.295991624,1.728602662,1.752791469,2.493672936,1.538450477,3.161266639,2.125194417,2.163768501,2.563676022,1.389693186,2.179296631,1.391054401
WDR65,1.80677418,1.811713876,1.31019075,3.490203372,2.855626108,1.87782732,1.818785963,1.660914215,2.610096956,1.812165811,2.183520279,2.711606615,2.344319057,2.46502764,2.796231425
WDR66,3.413744064,2.001240234,2.461018382,2.685874617,0.734377441,0.259517567,1.267619203,0.259517567,1.024080585,1.417065931,1.043828149,1.053814965,1.714524606,0.30814491,0.313380621
WDR7,1.445359329,1.877535513,1.474587431,0.902967302,0.811013056,1.319150533,1.740658405,1.843494652,1.114402293,2.190089517,2.057008319,1.051161103,0.643230765,0.51810295,1.456403411
WDR70,4.847090452,3.242235395,2.454247619,4.27490856,3.069210187,2.541118548,3.214866941,3.377705775,3.100116565,4.259724989,2.492878406,3.037941925,2.259262725,3.027702407,1.971047529
WDR72,3.401400733,1.192200958,2.961464743,2.928286391,1.663557275,3.002980132,0.178073866,0.178073866,0.817726571,3.802834241,0.178073866,0.178073866,0.178073866,1.888912169,0.210519263
WDR73,4.795953718,4.541314227,4.477040434,5.216381722,5.604957156,5.240513203,5.475808008,6.105992385,5.539296024,5.253983996,5.89333656,6.032483855,4.993046276,6.123857271,5.740428822
WDR74,5.833429102,5.465161192,5.973455906,4.985356976,4.339121404,4.294643435,6.013775752,4.602151802,4.682379368,4.837156526,5.116246266,4.868149428,5.038416229,3.755765215,4.79014967
WDR75,4.908279816,4.686228587,3.548213636,4.529375318,2.636075473,3.504076911,4.206293028,2.156521202,3.297977325,4.218358099,5.089987458,4.275421542,3.989093172,3.322275663,2.402038461
WDR76,2.723032483,3.530654747,3.538946553,2.252479562,2.928808034,3.529304495,3.507804066,3.525910177,3.422723011,3.047799262,2.835511231,2.915527908,3.895445451,3.354148446,2.364132988
WDR77,4.536164771,6.144100603,6.74085242,4.251347811,3.655631972,3.154761951,4.281660765,2.920607597,4.21799487,4.99399858,5.150045048,3.330513641,3.629852908,2.48502118,2.481921106
WDR81,1.105930484,1.242293899,1.402708693,1.294105542,1.440450488,1.694107469,2.309542523,1.475445714,1.669782254,2.147504877,1.904569894,1.335530924,1.037146218,0.300316608,0.861523413
WDR82,4.20401518,4.534643339,3.826363182,2.434093883,3.869113348,3.019543095,3.572074285,3.614944325,4.248796818,3.293632736,4.805878022,3.637426043,4.098066221,2.68790228,2.775821692
WDR83,10.82241128,11.19136525,11.1574194,10.8364205,10.87803332,10.78692489,10.93365775,11.2131384,10.63066204,10.69911063,10.65664905,10.76167709,10.45956061,10.16754056,10.70588569
WDR83OS,6.823808704,6.394155403,7.011781106,6.105972489,5.805680342,5.389736657,5.963169556,5.972319305,5.275669951,5.909177203,5.392421897,5.9193726,5.537854542,4.344946566,5.719513904
WDR88,5.507176346,4.56927916,5.659000515,6.147006332,5.54591537,5.795912995,3.285694969,6.382210021,8.299194102,5.842813429,5.228637794,5.920977848,5.360691536,5.132252456,6.306659242
WDR89,3.502926917,3.459570447,2.90945221,3.325888517,2.41199392,3.135210015,3.53345132,1.937080882,2.08086173,2.40240058,2.24696066,3.312952053,2.145844932,3.227743983,3.146837905
WDR90,0.664761733,1.44601917,0.182441449,0.763269495,1.074785166,5.137594142,1.110720536,2.502771641,1.283447658,0.879160738,3.342856713,1.525801944,0.378906925,1.590026688,0.735405258
WDR91,1.61197615,0.23355087,0.914822525,0.290890928,2.01588869,1.195820337,0.794114919,1.48669308,0.300206848,0.23355087,1.728306625,0.555848374,1.751094943,1.433076672,0.943252373
WDR92,2.457306244,2.602733465,2.802018847,1.518998306,2.032866412,3.454105954,2.177661748,1.331462556,1.461772304,2.834704489,2.504042056,1.527250241,2.073211551,1.890341786,2.127045958
WDR93,0.086076095,1.555068393,1.795464516,0.086076095,1.24221572,0.480379571,0.086076095,1.389726434,0.086076095,0.086076095,0.553481814,0.798884768,1.68942028,1.712659327,2.631332067
WDSUB1,4.196854416,3.414900837,2.77141139,3.654818697,2.47116524,4.129503603,2.373161652,3.340306449,1.606028987,3.110774682,2.764209287,3.840161112,2.806598165,2.922238684,1.979465581
WDTC1,2.082454283,2.487550548,2.189653035,0.863739624,0.652584845,1.917866249,1.803485989,1.98955552,1.253673189,1.655484879,2.046285837,1.568783634,1.222820801,0.335697777,1.708459394
WDYHV1,3.14319602,2.160467305,2.181517396,3.408903415,2.284424337,3.405093586,2.553509654,3.629070059,2.633176624,3.441603045,3.612621116,3.643898765,1.456709238,2.058065227,1.316023698
WEE1,4.430725817,4.706273684,4.0035964,3.338232675,3.271721499,3.107693744,2.635166345,3.036760735,3.465112764,4.113236841,4.441842605,2.800883275,3.144043123,1.884032559,3.371846352
WEE2,1.452622483,0.05617572,1.015799184,0.05617572,3.121611589,2.396847713,1.908279505,1.043457809,2.080452576,3.186517588,2.539661422,3.147705405,2.894603386,2.124354946,2.463298599
WEE2-AS1,0.628243849,0.065881738,1.407873343,0.065881738,1.609348423,1.059667266,1.126206916,0.904460493,1.323049753,1.520644095,1.287180845,0.065881738,1.761227915,0.533254445,1.232586023
WFDC13,0.869547768,0.812421349,1.143072637,3.091750479,0.85070992,4.794162662,1.749597274,2.139273415,3.162236801,2.381720144,0.136426431,0.680416793,3.445160942,0.136426431,1.681308147
WFDC21P,2.75373745,1.742739759,4.174708546,2.679498914,4.06867276,3.002829968,3.518497068,3.933500641,3.924958224,1.516816904,1.529137477,5.616290817,1.570120139,1.658017031,4.932310506
WFDC3,2.770436736,1.731355927,0.266982509,1.256589831,0.92709831,2.464432843,2.182790436,2.529895461,0.266982509,1.143368222,0.266982509,0.747832515,1.83332804,0.266982509,0.83482777
WFS1,1.53070257,1.988094238,0.393727354,1.979468302,2.152078478,3.506500894,1.714335513,1.474397309,2.203336643,0.972088145,2.890685219,3.007321267,0.536547834,1.998145577,3.650370498
WHAMM,2.040097771,2.347766594,2.415724701,3.442149526,3.0244449,1.417843362,2.968995929,3.795211921,2.989285195,3.023022333,2.389449896,2.431488507,1.262437095,3.608311215,2.793076235
WHAMMP3,0.714205397,0.139924817,0.139924817,0.594609692,1.786095895,0.73100361,1.796565641,1.450814952,1.888555112,0.523752229,0.595301249,1.336492491,1.289163461,0.564754935,0.139924817
WHSC1,3.200575612,3.59187476,2.886448559,2.945574747,3.672726152,2.624168606,3.014478096,2.234067948,2.808536755,2.88774315,4.092719917,2.910169079,4.227699774,2.553490779,2.830323605
WHSC1L1,3.833291953,4.155071318,3.972714024,4.273172171,4.226496513,4.253987704,4.222583222,3.265752494,4.050320886,3.883975323,4.88359547,3.909981094,4.026358597,3.703568059,3.810359687
WIBG,4.3557919,4.949244155,4.522494689,4.195924504,3.983500648,4.40267997,4.587458598,3.962005757,4.641574089,4.494930045,3.058088675,4.637501931,3.200728094,2.609247219,5.302889662
WIPF1,0.344327834,1.37593932,0.554175096,0.301143159,0.574397207,1.142716895,0.257478876,0.216784079,4.052883668,0.455643973,0.301604946,0.126357097,2.51931655,0.126357097,1.406712299
WIPF2,3.497628809,3.550450241,3.140391569,3.146012412,3.197673275,3.169664148,4.034480207,2.225013927,3.470708008,3.272313733,2.910223125,3.598160093,2.669932433,2.098246586,3.3822076
WIPI1,3.971143807,2.874749423,2.223033184,5.200255346,4.255921895,5.747929841,4.668880298,4.666144655,4.368843386,3.445170329,5.733406053,6.023174571,4.72702234,3.130663242,5.489747463
WIPI2,3.079470612,2.736989203,2.8124236,3.91494201,3.415965858,3.684626833,3.880199206,2.920184569,3.101044902,2.867173549,2.88076181,3.71891448,3.138696447,1.946883489,2.904260352
WIZ,2.105318563,2.321339918,1.337585236,1.014970335,2.430657581,1.81017354,1.755742082,1.849644861,2.263862138,1.749687409,2.09385461,1.847459792,0.536805487,1.406941959,1.526811323
WLS,3.943652353,4.089146989,3.414094215,4.066388332,3.499552088,5.451333545,4.331159596,5.370290988,3.583135718,4.107290516,4.623176453,3.126896373,2.628801947,1.2709821,2.25505629
WNK1,4.477942207,4.102800213,4.386911344,3.709068733,4.474007537,3.907931349,3.997966191,3.499059605,4.531306993,4.014191637,4.929840195,4.549523783,4.113587499,4.164506062,3.801044311
WNK3,0.388483724,0.321357499,0.185515742,0.425799061,0.204704195,0.843225338,0.622642506,0.206494738,0.013610604,0.013610604,1.758838715,0.344177695,1.214254756,0.715999282,0.408334637
WNK4,2.540069891,1.146595612,1.529366294,2.887717676,2.934058966,2.637244598,1.957942693,2.102585824,1.946776129,2.812262448,1.827106604,1.861509906,2.181124458,2.583527918,2.885195494
WNT16,4.310020545,1.56190934,3.174314182,4.93817481,1.395182638,1.864575572,3.224992232,2.592646713,3.461738945,3.024580337,3.254960887,0.94604149,1.885760073,1.316603725,2.745147483
WNT2B,0.501404614,1.343138161,2.33619109,1.263799204,1.695553023,1.998106773,1.54716242,1.784900148,2.425160301,2.522150315,1.728898517,1.979978784,0.631492291,2.645942209,0.521656415
WNT3,0.248787043,0.824028891,0.991146291,2.46331563,1.189866621,0.954099141,1.205948605,0.463614284,0.62755897,0.813285994,0.80156641,1.05013783,1.847269728,1.230066669,0.336298746
WNT4,0.539018009,0.883874947,1.235537087,1.672287919,0.761376429,0.935656817,2.171985132,1.253108183,1.688024605,0.767015848,0.536023749,1.12689246,0.757953249,1.352593315,2.688889022
WNT5A,0.551832138,0.165766681,0.579369255,0.165766681,0.282898596,2.951391573,0.227938366,4.95600435,1.591791392,0.165766681,2.898544415,0.165766681,2.530165744,1.901981525,3.922142929
WNT7B,3.613990227,1.984835343,2.45006402,4.912183618,3.528856878,2.664237833,2.757671125,0.684745319,1.785650311,3.639150508,0.410277782,0.999668761,3.250969747,3.773441196,4.386013528
WNT8B,0.885056572,1.585710403,2.50494351,0.880231476,2.207235973,3.650777219,0.180265599,0.180265599,0.180265599,1.189888689,1.592219622,1.701633024,1.259285731,1.125426153,0.180265599
WRAP53,8.520306769,8.234676641,8.312683585,7.739475484,8.081581006,5.164767651,7.796993385,7.760842689,5.525921126,7.568450299,3.012238002,5.899539859,8.651914037,4.920775014,7.394924383
WRAP73,3.714802805,4.372530054,3.800455993,2.442833463,1.450540083,1.011417814,3.245169195,3.767860247,3.194382272,6.024913702,3.425359503,2.906213665,1.104315488,0.301772067,1.850345807
